Fabric Name,Active Zone Config,Active Zones,Zone Status,Total Zone Members,Zone Member(s)
Fabric A,fabA_config_051125,peerzone_A_fs5200,Hanging,16,00:02:00:00:00:03:02:02,sto_fs5200_n1p1,sto_fs5200_n2p1,ivar_sys,PT75_Fiasp,PTFC75_Fiasp,PTRCY75_Fiasp,ragnar_sys,seer_sys,srv_icas01_disk1,srv_icas01_disk3,srv_icas02_1,srv_icas02_2,srv_rhelsbx01,srv_rhelsbx02,srv_rick-w2019_1a,
Fabric A,fabA_config_051125,peerzone_A_fs5200_dr,Hanging,10,00:02:00:00:00:03:02:02,sto_fs5200_n3p1,sto_fs5200_n4p1,srv_icas01_disk1,srv_icas01_disk3,srv_icas02_1,srv_icas02_2,srv_rhelsbx01,srv_rhelsbx02,srv_rick-w2019_1a,
Fabric A,fabA_config_051125,peerzone_A_fs9200,Hanging,64,00:02:00:00:00:03:02:02,sto_fs9200_n1p1_virtual,sto_fs9200_n2p1_virtual,fcpyctl_sys,floki_sys,PS75_Fsiasp,PSFC75_Fsiasp,PSLUN75_Fsiasp,srv_1022vio1_a,srv_1022vio2_a,srv_aixsbx1_fcs0,srv_aixsbx1_fcs1,srv_eprhel83p,srv_esx11_vmhba5,srv_esx12_vmhba5,srv_esx13_vmhba2,srv_esx14_vmhba2,srv_esx15_vmhba2,srv_esx20_vmhba3,srv_esx21_vmhba1,srv_esx22_vmhba1,srv_esx23_vmhba1,srv_esx24_vmhba1,srv_esx30_vmhba3,srv_esx30_vmhba4,srv_esx31_vmhba3,srv_esx40_hba1,srv_esx41_hba1,srv_esx42_hba1,srv_esx43_hba1,srv_esx44_hba1,srv_esx45_hba1,srv_esx60_hba1,srv_esx61_hba1,srv_esx62_hba1,srv_esx63_hba1,srv_esx64_hba1,srv_esx65_hba1,srv_graix01_5e,srv_groot_host7,srv_icas01_disk1,srv_icas01_disk3,srv_linux01_chpid_40_e100,srv_linux01_chpid_40_e101,srv_linux01_chpid_40_e102,srv_linux02_0,srv_loki_port10,srv_loki_port20,srv_lyu412_fcs0,srv_nfmaix02_p1,srv_rhelsbx01,srv_rhelsbx02,srv_rick-rhel_01,srv_rick-w2019_1a,srv_rocket_host7,srv_susesbx01,srv_thor_1a,srv_thor_1b,srv_thor_sys_6c,srv_thor_sys_6d,srv_tsmsbx01,srv_ubuntusbx01,srv_zlinux01,srv_zlinux_chpid_40,
Fabric A,fabA_config_051125,peerzone_A_fs9200_dsg10,Valid,5,00:02:00:00:00:03:02:02,sto_dsg10_i0222,sto_dsg10_i0322,sto_fs9200_n1p1_physical,sto_fs9200_n2p1_physical,
Fabric A,fabA_config_051125,peerzone_a300_1a,Valid,9,00:02:00:00:00:03:02:02,sto_a300_01_1a,sto_a300_02_1a,srv_esx60_hba1,srv_esx61_hba1,srv_esx62_hba1,srv_esx63_hba1,srv_esx64_hba1,srv_esx65_hba1,
Fabric A,fabA_config_051125,peerzone_a302_e0h,Valid,15,00:02:00:00:00:03:02:02,sto_a302-01_e0g,sto_a302-02_e0g,srv_esx40_hba1,srv_esx41_hba1,srv_esx42_hba1,srv_esx43_hba1,srv_esx44_hba1,srv_esx45_hba1,srv_esx60_hba1,srv_esx61_hba1,srv_esx62_hba1,srv_esx63_hba1,srv_esx64_hba1,srv_esx65_hba1,
Fabric A,fabA_config_051125,peerzone_groot_tapeA,Hanging,3,00:02:00:00:00:03:01:01,tpe_ts3310_lto6_0_1_wwpn2,srv_groot_host8,
Fabric A,fabA_config_051125,peerzone_ibmi_tape,Hanging,6,00:02:00:00:00:03:04:04,tpe_ts3310_lto5_1,tpe_ts3310_lto5_2,tpe_ts3310_lto6_0_1_wwpn2,tpe_ts3310_lto6_0_2_wwpn1,srv_loki_port19,
Fabric A,fabA_config_051125,peerzone_icas01_tape,Valid,3,00:02:00:00:00:03:01:01,tpe_ts3310_lto6_0_2_wwpn1,srv_icas01_tape1,
Fabric A,fabA_config_051125,peerzone_icas02_tape,Hanging,3,00:02:00:00:00:03:01:01,tpe_ts3310_lto6_0_1_wwpn2,srv_icas02-tape1,
Fabric A,fabA_config_051125,peerzone_nimble1,Hanging,4,00:02:00:00:00:03:02:02,sto_nimble_a_fc3a,sto_nimble_b_fc3a,srv_rick-w2019_1a,
Fabric A,fabA_config_051125,peerzone_rocket_tapeA,Valid,3,00:02:00:00:00:03:01:01,tpe_ts3310_lto6_0_2_wwpn1,srv_rocket_host8,
Fabric A,fabA_config_051125,peerzone_t1block,Hanging,22,00:02:00:00:00:03:04:04,sto_t1block-01-2a,sto_t1block-01-2c,sto_t1block-02-2a,sto_t1block-02-2c,srv_esx20_vmhba3,srv_esx21_vmhba1,srv_esx22_vmhba1,srv_esx23_vmhba1,srv_esx24_vmhba1,srv_esx40_hba1,srv_esx41_hba1,srv_esx42_hba1,srv_esx43_hba1,srv_esx44_hba1,srv_esx45_hba1,srv_esx60_hba1,srv_esx61_hba1,srv_esx62_hba1,srv_esx63_hba1,srv_esx64_hba1,srv_esx65_hba1,
Fabric A,fabA_config_051125,peerzone_unfi_fs5200_A,Hanging,14,00:02:00:00:00:03:01:02,sto_unfi_test_fs5200_port1,srv_esx40_hba1,srv_esx41_hba1,srv_esx42_hba1,srv_esx43_hba1,srv_esx44_hba1,srv_esx45_hba1,srv_esx60_hba1,srv_esx61_hba1,srv_esx62_hba1,srv_esx63_hba1,srv_esx64_hba1,srv_esx65_hba1,
Fabric A,fabA_config_051125,zone_01,Valid,5,00:02:00:00:00:03:00:02,50:05:07:68:10:15:39:91,50:05:07:68:10:15:39:a3,c0:50:76:0b:10:4e:00:be,c0:50:76:0b:10:4e:00:c0,
Fabric A,fabA_config_051125,zone_fs5200_fs5200_dr,Valid,4,sto_fs5200_n1p1_physical,sto_fs5200_n2p1_physical,sto_fs5200_n3p1_physical,sto_fs5200_n4p1_physical,
Fabric B,fabB_config_051125,dsg10_i0231_dsg10_i0331,Valid,2,sto_dsg10_i0231,sto_dsg10_i0331,
Fabric B,fabB_config_051125,dsg10_i0241_dsg10_i0341,Valid,2,sto_dsg10_i0241,sto_dsg10_i0341,
Fabric B,fabB_config_051125,fs5200_iogrp0_fs9200_replication,Valid,4,sto_fs5200_n1p2_physical,sto_fs5200_n2p2_physical,sto_fs9200_n1p2_physical,sto_fs9200_n2p2_physical,
Fabric B,fabB_config_051125,fs5200_iogrp1_fs9200_replication,Valid,4,sto_fs5200_dr_n1p2_physical,sto_fs5200_dr_n2p2_physical,sto_fs9200_n1p2_physical,sto_fs9200_n2p2_physical,
Fabric B,fabB_config_051125,icas02_fabricB,Valid,5,00:02:00:00:00:03:02:02,sto_fs9200_n1p2_virtual,sto_fs9200_n2p2_virtual,srv_icas02-disk2,srv_icas02-disk4,
Fabric B,fabB_config_051125,peerzone_3par,Hanging,4,00:02:00:00:00:03:02:02,sto_3par_002,sto_3par_112,srv_graix01_62,
Fabric B,fabB_config_051125,peerzone_B_dsg10,Hanging,16,00:02:00:00:00:03:02:02,sto_dsg10_i0223,sto_dsg10_i0323,PS75_Dsiasp,PS75_sys,PSFC75_Dsiasp,PSFC75_sys,PSLUN75_Dsiasp,PSLUN75_sys,PT75_Dsiasp,PT75_sys,PTFC75_Dsiasp,PTFC75_sys,PTRCY75_Dsiasp,PTRCY75_sys,srv_rhelsbx01,
Fabric B,fabB_config_051125,peerzone_B_fs5200,Hanging,18,00:02:00:00:00:03:02:02,sto_fs5200_n1p2,sto_fs5200_n2p2,icas01_p1-c4-t2,icas01_p1-c9-t2,ivar_sys,PT75_Fiasp,PTFC75_Fiasp,PTRCY75_Fiasp,ragnar_sys,seer_sys,srv_A_22aicas01-C2-T2,srv_A_22aicas01-C8-T2,srv_icas02-disk2,srv_icas02-disk4,srv_rhelsbx01,srv_rhelsbx02,srv_rick-w2019_1b,
Fabric B,fabB_config_051125,peerzone_B_fs5200_dr,Hanging,12,00:02:00:00:00:03:02:02,sto_fs5200_dr_n1p2,sto_fs5200_dr_n2p2,icas01_p1-c4-t2,icas01_p1-c9-t2,srv_A_22aicas01-C2-T2,srv_A_22aicas01-C8-T2,srv_icas02-disk2,srv_icas02-disk4,srv_rhelsbx01,srv_rhelsbx02,srv_rick-w2019_1b,
Fabric B,fabB_config_051125,peerzone_B_fs9200,Hanging,65,00:02:00:00:00:03:02:02,sto_fs9200_n1p2_virtual,sto_fs9200_n2p2_virtual,fcpyctl_sys,floki_sys,icas01_p1-c4-t2,icas01_p1-c9-t2,linux02_1,PS75_Fsiasp,PSFC75_Fsiasp,PSLUN75_Fsiasp,srv_1022vio1_b,srv_1022vio2_b,srv_A_22aicas01-C2-T2,srv_A_22aicas01-C8-T2,srv_A_icas740-P1-C4-T2,srv_A_icas740-P1-C6-T2,srv_aixsbx1_fcs2,srv_aixsbx1_fcs3,srv_esx11_vmhba4,srv_esx12_vmhba4,srv_esx13_vmhba3,srv_esx14_vmhba3,srv_esx15_vmhba3,srv_esx20_vmhba2,srv_esx21_vmhba2,srv_esx22_vmhba2,srv_esx23_vmhba2,srv_esx24_vmhba2,srv_esx30_vmhba7,srv_esx31_vmhba7,srv_esx40_hba2,srv_esx41_hba2,srv_esx42_hba2,srv_esx43_hba2,srv_esx44_hba2,srv_esx45_hba2,srv_esx60_hba2,srv_esx61_hba2,srv_esx62_hba2,srv_esx63_hba2,srv_esx64_hba2,srv_esx65_hba2,srv_graix01_62,srv_groot_host9,srv_inma01,srv_inma02,srv_inma03,srv_inma04,srv_loki_port11,srv_loki_port21,srv_nfmaix02_p4,srv_rhelsbx01,srv_rhelsbx02,srv_rick-w2019_1b,srv_rick_rhel_02,srv_rocket_host9,srv_susesbx01,srv_thor_2a,srv_thor_2b,srv_thor_4a,srv_tsmsbx01,srv_ubuntusbx01,srv_zlinux01,srv_zlinux_chpid_41,
Fabric B,fabB_config_051125,peerzone_B_fs9200_dsg10,Valid,5,00:02:00:00:00:03:02:02,sto_dsg10_i0223,sto_dsg10_i0323,sto_fs9200_n1p2_physical,sto_fs9200_n2p2_physical,
Fabric B,fabB_config_051125,peerzone_B_ibmi_tape,Valid,3,00:02:00:00:00:03:01:01,tpe_ts3310_lto6_0_1_wwpn2,srv_loki_port29,
Fabric B,fabB_config_051125,peerzone_a300_1c,Valid,9,00:02:00:00:00:03:02:02,sto_a300_01_1c,sto_a300_02_1c,srv_esx60_hba2,srv_esx61_hba2,srv_esx62_hba2,srv_esx63_hba2,srv_esx64_hba2,srv_esx65_hba2,
Fabric B,fabB_config_051125,peerzone_a302_e0g,Valid,15,00:02:00:00:00:03:02:02,sto_a302-01_e0h,sto_a302-02_e0h,srv_esx40_hba2,srv_esx41_hba2,srv_esx42_hba2,srv_esx43_hba2,srv_esx44_hba2,srv_esx45_hba2,srv_esx60_hba2,srv_esx61_hba2,srv_esx62_hba2,srv_esx63_hba2,srv_esx64_hba2,srv_esx65_hba2,
Fabric B,fabB_config_051125,peerzone_groot_tapeB,Valid,3,00:02:00:00:00:03:01:01,tpe_ts3310_lto6_0_1_wwpn2,srv_groot_host10,
Fabric B,fabB_config_051125,peerzone_nimble1,Hanging,4,00:02:00:00:00:03:02:02,sto_nimble_a_fc3b,sto_nimble_b_fc3b,srv_rick-w2019_1b,
Fabric B,fabB_config_051125,peerzone_rocket_tapeB,Valid,3,00:02:00:00:00:03:01:01,tpe_ts3310_lto6_0_2_wwpn2,srv_rocket_host10,
Fabric B,fabB_config_051125,peerzone_t1block,Hanging,22,00:02:00:00:00:03:04:04,sto_t1block-01-2b,sto_t1block-01-2d,sto_t1block-02-2b,sto_t1block-02-2d,srv_esx20_vmhba2,srv_esx21_vmhba2,srv_esx22_vmhba2,srv_esx23_vmhba2,srv_esx24_vmhba2,srv_esx40_hba2,srv_esx41_hba2,srv_esx42_hba2,srv_esx43_hba2,srv_esx44_hba2,srv_esx45_hba2,srv_esx60_hba2,srv_esx61_hba2,srv_esx62_hba2,srv_esx63_hba2,srv_esx64_hba2,srv_esx65_hba2,
Fabric B,fabB_config_051125,testzone,Hanging,5,00:02:00:00:00:03:00:02,50:05:07:68:10:16:39:91,50:05:07:68:10:16:39:a3,c0:50:76:0b:10:4e:00:4a,c0:50:76:0b:10:4e:00:4c,
Fabric B,fabB_config_051125,zone_fs5200_fs5200_dr,Valid,4,sto_fs5200_dr_n1p2_physical,sto_fs5200_dr_n2p2_physical,sto_fs5200_n1p2_physical,sto_fs5200_n2p2_physical,

