Fabric Name,Active Zone Config,Alias Name,Alias Member(s),Alias Status,Zoned Status,Member of Zone(s)
eng-p-sanswa,swa,svmprodcache,20:05:d0:39:ea:33:90:ab 20:06:d0:39:ea:33:90:ab 20:09:00:a0:98:5e:4f:d2 20:09:d0:39:ea:33:90:ab 20:0a:00:a0:98:5e:4f:d2 20:0b:d0:39:ea:33:90:ab 20:11:00:a0:98:5e:4f:d2 20:13:00:a0:98:5e:4f:d2 20:24:d0:39:ea:33:90:ab 20:26:d0:39:ea:33:90:ab 20:28:d0:39:ea:33:90:ab 20:2a:d0:39:ea:33:90:ab ,Hanging,ZONED,epicshd_hba0_cache,epicshd_hba1_cache,z_epc_p_vios03,z_epicbackup,z_epicproda,z_epicprodb,z_epicprodc,z_epicprodp10-new,z_epictst_hba0_cache,z_epictst_hba1_cache,,
eng-p-sanswa,swa,svmprodcache_n5_0e,20:11:00:a0:98:5e:4f:d2 ,Hanging,ZONED,z_epictst_fscsi0_svmpodcache_n5_n6,z_epictst_fscsi3_svmpodcache_n5_n6,,
eng-p-sanswa,swa,svmprodcache_n6_0e,20:13:00:a0:98:5e:4f:d2 ,Hanging,ZONED,z_epictst_fscsi0_svmpodcache_n5_n6,z_epictst_fscsi3_svmpodcache_n5_n6,,
eng-p-sanswa,swa,svmshdcache,20:01:d0:39:ea:33:90:ab 20:02:d0:39:ea:33:90:ab 20:05:d0:39:ea:33:90:ab 20:06:d0:39:ea:33:90:ab 20:09:d0:39:ea:33:90:ab 20:0b:d0:39:ea:33:90:ab 20:1e:00:a0:98:5e:4f:d2 20:20:00:a0:98:5e:4f:d2 20:30:d0:39:ea:33:90:ab 20:32:d0:39:ea:33:90:ab 20:34:d0:39:ea:33:90:ab 20:36:d0:39:ea:33:90:ab ,Hanging,ZONED,epicshd_hba0_cache,epicshd_hba1_cache,z_epc_p_vios04,z_epicbackup,z_epicprodc,z_epictst_hba0_cache,z_epictst_hba1_cache,,
eng-p-sanswa,swa,svmshdcache_n5_0e,20:1e:00:a0:98:5e:4f:d2 ,Hanging,ZONED,z_epictst_fscsi0_svmshdcache_n5_n6,z_epictst_fscsi3_svmshdcache_n5_n6,,
eng-p-sanswa,swa,svmshdcache_n6_0e,20:20:00:a0:98:5e:4f:d2 ,Hanging,ZONED,z_epictst_fscsi0_svmshdcache_n5_n6,z_epictst_fscsi3_svmshdcache_n5_n6,,
eng-p-sanswa,swa,tape_1,50:03:08:c0:a0:c7:d0:01 ,Hanging,ZONED,z_tape,,
eng-p-sanswa,swa,tape_2,50:03:08:c0:a0:c7:d0:05 ,Hanging,ZONED,z_tape,,
eng-p-sanswa,swa,tape_3,50:03:08:c0:a0:c7:d0:99 ,Hanging,ZONED,z_tape,,
eng-p-sanswa,swa,tape_4,50:03:08:c0:a0:c7:d0:9d ,Hanging,ZONED,z_tape,,
eng-p-sanswa,swa,tec-cvcluster01,20:14:d0:39:ea:96:1a:03 20:15:d0:39:ea:96:1a:03 ,Valid,ZONED,z_cvma4,z_cvma5,z_pnwen_p1cvma1,z_pnwen_p1cvma2,z_pnwen_p1cvma3,,
eng-p-sanswa,swa,tec-cvcluster02,20:32:d0:39:ea:94:a2:6e 20:33:d0:39:ea:94:a2:6e ,Valid,ZONED,z_cvma4,z_cvma5,z_pnwen_p1cvma1,z_pnwen_p1cvma2,z_pnwen_p1cvma3,,
eng-p-sanswa,swa,tec_cvma4_1,10:00:00:90:fa:d1:79:ae ,Hanging,ZONED,z_cvma4,,
eng-p-sanswa,swa,tec_cvma5,10:00:00:10:9b:ba:f0:c0 ,Hanging,ZONED,z_cvma5,z_tape,z_tape_i6_-1_11_2,z_tape_i6_-2_11_1,z_tape_i6_-2_11_3,z_tape_i6_-3_11_2,z_tape_i6_0_11_1,,
eng-p-sanswa,swa,tec_lab1,10:00:00:90:fa:3e:44:35 ,Valid,ZONED,z_tec_lab1,,
eng-p-sanswa,swa,tec_lab2,10:00:00:90:fa:3e:5b:a7 ,Valid,ZONED,z_tec_lab2,,
eng-p-sanswa,swa,tecsvmblk01,20:07:00:a0:98:5e:4f:d2 20:1a:00:a0:98:5e:4f:d2 20:1c:00:a0:98:5e:4f:d2 20:24:00:a0:98:5e:4f:d2 20:2c:d0:39:ea:33:90:ab 20:2e:d0:39:ea:33:90:ab 20:38:d0:39:ea:33:90:ab 20:3a:d0:39:ea:33:90:ab 20:3c:d0:39:ea:33:90:ab 20:3e:d0:39:ea:33:90:ab ,Hanging,ZONED,z_app_p_ebisql,z_eng_p_nim_hba0_tecsvmblk01,z_eng_p_nim_hba1_tecsvmblk01,z_epc_p_clarity_hba0,z_epc_p_clarity_hba1,z_epc_p_vios01,z_epc_p_vios02,z_sec_p_qcoll01,z_tec_lab1,z_tec_lab2,,

